Name,Date,Venue,Time,Notes
Deacon John,1994-04-24,House of Blues Stage,4:30 PM,
Charles Brown,1994-04-24,Lagniappe Tent,4:25 PM,
The Chosen Few Brass Band,1994-04-24,Parade,2:00 PM,
Taj Mahal,1994-04-28,Fox 38/Polaroid Stage,4:00 PM,
Allegrias!,1994-04-28,Lagniappe Tent,12:00 PM,
Trombone Shorty's SAPC,1994-04-28,Parade,4:00 PM,
Willie Nelson,1994-04-28,WWL/Ray-Ban Stage,4:20 PM,
Earl King,1994-04-29,Fox 38/Polaroid Stage,3:00 PM,
Lazy Lester,1994-04-29,House of Blues Stage,2:40 PM,
Raful Neal,1994-04-29,House of Blues Stage,2:40 PM,
Henry Gray,1994-04-29,House of Blues Stage,4:10 PM,
Etta James,1994-04-29,Music Heritage Tent,6:00 PM,
Robert Parker,1994-04-29,WWL/Ray-Ban Stage,1:15 PM,
Solomon Burke,1994-04-29,WWL/Ray-Ban Stage,2:50 PM,
Casa Samba,1994-04-30,Fox 38/Polaroid Stage,6:10 PM,
Woodenhead,1994-04-30,Lagniappe Tent,12:35 PM,
Michael Ward,1994-04-30,Lagniappe Tent,3:00 PM,
Jean Redpath,1994-04-30,Lagniappe Tent,5:45 PM,
Avenue Steppers SAPC,1994-04-30,Parade,2:00 PM,
Pinstripe Brass Band,1994-04-30,Parade,2:00 PM,
David Lindley,1994-04-30,WWL/Ray-Ban Stage,5:45 PM,
Lil' Rascals Brass Band,1994-05-01,Parade,4:00 PM,
David Doucet,1994-04-28,Music Heritage Tent,4:30 PM,
Beau Jocque,1994-04-22,Music Heritage Tent,1:30 PM,
Philadelphia Four SAPC,1994-04-22,Parade,4:00 PM,
Allen Toussaint,1994-04-22,WWL/Ray-Ban Stage,3:50 PM,
Tony Bazley,1994-04-22,WWOZ/BET on Jazz Jazz Tent,2:55 PM,
Ida Goodson,1994-04-23,Cox Cable Economy Hall,1:50 PM,
Henry Butler  ,1994-04-23,House of Blues Stage,2:50 PM,
Lonnie Brooks,1994-04-23,House of Blues Stage,5:45 PM,
John Rankin,1994-04-23,Music Heritage Tent,2:30 PM,
Algiers Steppers SAPC,1994-04-23,Parade,12:40 PM,
Jolly Bunch Sisters SAPC,1994-04-23,Parade,12:40 PM,
Valley of the Silent Men SAPC,1994-04-23,Parade,2:00 PM,
Secondline Jammers SAPC,1994-04-23,Parade,4:00 PM,
Zachary Richard,1994-04-23,WWL/Ray-Ban Stage,1:00 PM,
Ed Perkins,1994-04-23,WWOZ/BET on Jazz Jazz Tent,2:30 PM,
Ahmad Jamal,1994-04-23,WWOZ/BET on Jazz Jazz Tent,3:55 PM,
Doug Kershaw,1994-04-24,Fox 38/Polaroid Stage,4:10 PM,
Gov. Jimmie Davis,1994-04-24,Lagniappe Tent,3:00 PM,
Devastation Ladies SAPC,1994-04-24,Parade,5:50 PM,
Rene Netto,1994-04-28,Cox Cable Economy Hall,12:45 PM,
Ronnie Kole,1994-04-28,Cox Cable Economy Hall,3:00 PM,
Bois Sec Ardoin,1994-04-28,House of Blues Stage,4:05 PM,
David and Roselyn,1994-04-28,Lagniappe Tent,1:10 PM,
Svare Forsland,1994-04-28,Lagniappe Tent,2:25 PM,
Sam Alcorn,1994-04-29,Cox Cable Economy Hall,12:40 PM,
Kenny Neal,1994-04-29,Fox 38/Polaroid Stage,12:40 PM,
John Hammond,1994-04-29,Fox 38/Polaroid Stage,1:50 PM,
funky Meters,1994-04-29,Fox 38/Polaroid Stage,5:45 PM,
Tabby Thomas,1994-04-29,House of Blues Stage,4:10 PM,
Arte Flamenco,1994-04-29,Lagniappe Tent,12:00 PM,
Ironing Board Sam,1994-04-29,Lagniappe Tent,2:45 PM,
N'Krumah Better Boys SAPC,1994-04-29,Parade,4:00 PM,
Ali Farke Toure,1994-04-30,Congo Square Stage,1:50 PM,
Al Johnson,1994-04-30,Fox 38/Polaroid Stage,12:35 PM,
Randy Newman,1994-04-30,Fox 38/Polaroid Stage,3:30 PM,
Randy Newman,1994-04-30,Music Heritage Tent,1:30 PM,
Steve Riley,1994-04-30,Music Heritage Tent,5:00 PM,
Jimmy Smith,1994-04-30,WWOZ/BET on Jazz Jazz Tent,3:20 PM,
Culu Dancers ,1994-05-01,Congo Square Stage,11:30 AM,
Mahogany Blue,1994-05-01,Congo Square Stage,3:20 PM,
The Iguanas,1994-05-01,Fox 38/Polaroid Stage,12:50 PM,
Cowboy Mouth,1994-05-01,Fox 38/Polaroid Stage,2:15 PM,
Snooks Eaglin,1994-05-01,House of Blues Stage,3:00 PM,
Spencer Bohren,1994-05-01,Lagniappe Tent,3:20 PM,
Carlos Sanchez,1994-05-01,Lagniappe Tent,5:30 PM,
Perfect Gentlemen SAPC,1994-05-01,Parade,2:00 PM,
Aretha Franklin,1994-05-01,WWL/Ray-Ban Stage,3:30 PM,
U.S. Navy Steel Band,1994-04-22,Congo Square Stage,1:15 PM,
Samirah Evans,1994-04-22,Cox Cable Economy Hall,6:00 PM,
Katie Webster,1994-04-22,Fox 38/Polaroid Stage,12:40 PM,
Oliver Morgan Band,1994-04-22,Lagniappe Tent,4:10 PM,
Eleanor Ellis,1994-04-22,Music Heritage Tent,11:30 AM,
Katie Webster,1994-04-22,Music Heritage Tent,3:30 PM,
Frankie Ford's Revue,1994-04-22,WWL/Ray-Ban Stage,10:25 PM,
File,1994-04-23,B97/Bellsouth Mobility Stage,6:00 PM,
Percussion Inc.,1994-04-23,Congo Square Stage,12:50 PM,
Sadie Goodson,1994-04-23,Cox Cable Economy Hall,1:50 PM,
R.L. Burnside,1994-04-23,Music Heritage Tent,11:30 AM,
Jessie Thomas,1994-04-23,Music Heritage Tent,1:30 PM,
Lonnie Brooks,1994-04-23,Music Heritage Tent,4:30 PM,
Alvin Batiste ,1994-04-23,WWOZ/BET on Jazz Jazz Tent,2:30 PM,
Wild Magnolias,1994-04-24,Congo Square Stage,1:00 PM,
The Shepherd Band,1994-04-24,Congo Square Stage,3:20 PM,
Doc Cheatham,1994-04-24,Cox Cable Economy Hall,4:35 PM,
Jordan Family,1994-04-24,Music Heritage Tent,12:30 PM,
Marlon Jordon,1994-04-24,WWOZ/BET on Jazz Jazz Tent,2:50 PM,
Lump,1994-04-28,B97/Bellsouth Mobility Stage,5:30 PM,
Canray Fontenot,1994-04-28,House of Blues Stage,4:05 PM,
Brownie Ford,1994-04-28,Music Heritage Tent,12:30 PM,
Tom McDermott,1994-04-28,Music Heritage Tent,1:30 PM,
Dwight Fitch Jr.,1994-04-28,Music Heritage Tent,3:30 PM,
Sharon Martin,1994-04-28,WWOZ/BET on Jazz Jazz Tent,2:50 PM,
Walter Payton,1994-04-28,WWOZ/BET on Jazz Jazz Tent,2:50 PM,
Chocolate Milk,1994-04-29,Congo Square Stage,4:25 PM,
Benny Powell,1994-04-29,Cox Cable Economy Hall,5:50 PM,
Brownsville,1994-04-29,Fox 38/Polaroid Stage,11:30 AM,
Anders Osborne,1994-04-29,House of Blues Stage,1:25 PM,
Roland Stone,1994-04-29,Music Heritage Tent,11:30 AM,
Solomon Burke,1994-04-29,Music Heritage Tent,12:30 PM,
Bad Oyster Band,1994-04-29,Music Heritage Tent,4:30 PM,
Irie Vibrations,1994-04-30,Congo Square Stage,3:15 PM,
Ali Farke Toure,1994-04-30,Music Heritage Tent,4:00 PM,
Nueva Generacion,1994-04-30,WWL/Ray-Ban Stage,12:00 PM,
Keith Claiborne,1994-05-01,Congo Square Stage,1:55 PM,
Pete Fountain,1994-05-01,Cox Cable Economy Hall,4:25 PM,
The Radiators,1994-05-01,Fox 38/Polaroid Stage,5:30 PM,
Calliope High Steppers SAPC,1994-05-01,Parade,4:00 PM,
Jo Cool Davis,1994-05-01,Rhodes/WYLD Gospel Tent,12:00 PM,
The Neville Brothers,1994-05-01,WWL/Ray-Ban Stage,5:30 PM,
Rebirth Brass Band,1994-04-22,Congo Square Stage,4:15 PM,
Buckwheat Zydeco,1994-04-22,Fox 38/Polaroid Stage,6:00 PM,
Third World,1994-04-22,Kiefer UNO Lakefront Arena,9:00 PM,
Po' Henry and Tookie,1994-04-22,Music Heritage Tent,4:30 PM,
Clarence Frogman Henry,1994-04-22,WWL/Ray-Ban Stage,1:00 PM,
Astral Project,1994-04-22,WWOZ/BET on Jazz Jazz Tent,4:15 PM,
Junkanoo's Parade,1994-04-23,Congo Square Stage,4:40 PM,
Los Sagitarios,1994-04-23,Fox 38/Polaroid Stage,11:30 AM,
Dalton Broussard,1994-04-23,House of Blues Stage,1:30 PM,
Whitstein Brothers,1994-04-23,Lagniappe Tent,2:00 PM,
Jason Marsalis,1994-04-23,WWOZ/BET on Jazz Jazz Tent,11:15 AM,
Junkanoo's Parade,1994-04-24,Congo Square Stage,2:15 PM,
Christine Owens,1994-04-24,Cox Cable Economy Hall,2:05 PM,
Seminoles Mardi Gras Indians,1994-04-24,Parade,2:00 PM,
The Allman Brothers Band,1994-04-24,WWL/Ray-Ban Stage,3:40 PM,
Kidd Jordan and IAQ,1994-04-24,WWOZ/BET on Jazz Jazz Tent,1:45 PM,
Ben Stolz,1994-04-28,B97/Bellsouth Mobility Stage,4:00 PM,
Theryl and Reel Life,1994-04-28,Congo Square Stage,5:50 PM,
J. Monque'D Blues Band,1994-04-28,House of Blues Stage,1:10 PM,
Dwight Fitch Jr.,1994-04-28,WWOZ/BET on Jazz Jazz Tent,12:40 PM,
Gregory Boyd and VOS,1994-04-29,Congo Square Stage,1:45 PM,
Louis Cottrell,1994-04-29,Cox Cable Economy Hall,3:00 PM,
Savoy-Doucet Cajun Band,1994-04-29,Lagniappe Tent,5:45 PM,
Double Nine Highsteppers SAPC,1994-04-29,Parade,4:00 PM,
Phillip Manuel,1994-04-29,WWOZ/BET on Jazz Jazz Tent,12:35 PM,
Davell Crawford,1994-04-30,Congo Square Stage,12:40 PM,
Patrice Fisher and Arpa,1994-04-30,Lagniappe Tent,1:50 PM,
Davell Crawford,1994-04-30,Music Heritage Tent,11:30 AM,
Staple Singers,1994-04-30,Rhodes/WYLD Gospel Tent,4:55 PM,
Raymond Myles and the RAMs,1994-04-30,WWL/Ray-Ban Stage,1:30 PM,
Germaine Bazzle,1994-04-30,WWOZ/BET on Jazz Jazz Tent,2:10 PM,
Barbara Shorts,1994-05-01,Cox Cable Economy Hall,11:30 AM,
Onward Brass Band,1994-05-01,Cox Cable Economy Hall,3:00 PM,
Carl LeBlanc Group,1994-05-01,House of Blues Stage,11:30 AM,
Classie Ballou,1994-05-01,Music Heritage Tent,11:30 AM,
Ellis Marsalis,1994-05-01,WWOZ/BET on Jazz Jazz Tent,1:45 PM,
Nicholas Payton,1994-05-01,WWOZ/BET on Jazz Jazz Tent,3:00 PM,
Wynton Marsalis,1994-05-01,WWOZ/BET on Jazz Jazz Tent,4:25 PM,
Hugh Masekela,1994-04-22,Kiefer UNO Lakefront Arena,9:00 PM,
The Tour of Hope,1994-04-22,Kiefer UNO Lakefront Arena,9:00 PM,
Slidell Sr. High Ensemble,1994-04-22,Lagniappe Tent,12:20 PM,
Lloyd Washington,1994-04-22,Music Heritage Tent,12:30 PM,
Bobby Brooks Group,1994-04-22,WWOZ/BET on Jazz Jazz Tent,12:35 PM,
Dash Rip Rock,1994-04-23,B97/Bellsouth Mobility Stage,2:00 PM,
Dirty Dozen Brass Band,1994-04-23,Fox 38/Polaroid Stage,4:30 PM,
Sadie and Ida Goodson,1994-04-23,Music Heritage Tent,12:30 PM,
Wardell Quezergue,1994-04-23,Music Heritage Tent,3:30 PM,
St. Luke A.M.E. Choir,1994-04-23,Rhodes/WYLD Gospel Tent,12:05 PM,
The Crownseekers,1994-04-23,Rhodes/WYLD Gospel Tent,4:55 PM,
Al Belletto Quartet,1994-04-23,WWOZ/BET on Jazz Jazz Tent,1:25 PM,
D.L. Menard,1994-04-24,B97/Bellsouth Mobility Stage,3:10 PM,
Leslie Smith-Doyle,1994-04-24,Fox 38/Polaroid Stage,11:30 AM,
Louisiana Tech Jazz Band,1994-04-24,Lagniappe Tent,12:10 PM,
Theresa Andersson,1994-04-24,Music Heritage Tent,11:30 AM,
The Davis Singers,1994-04-24,Rhodes/WYLD Gospel Tent,1:15 PM,
New Zion Trio Plus One,1994-04-24,Rhodes/WYLD Gospel Tent,3:30 PM,
Mighty Clouds of Joy,1994-04-24,Rhodes/WYLD Gospel Tent,4:15 PM,
The Johnson Extension,1994-04-24,Saenger Theatre,7:00 PM,
Stephanie Jordan,1994-04-24,WWOZ/BET on Jazz Jazz Tent,2:50 PM,
Kent Jordan Quartet,1994-04-24,WWOZ/BET on Jazz Jazz Tent,5:50 PM,
Al Grey,1994-04-27,Ernest N. Morial Convention Center,8:00 PM,
Kim Carson,1994-04-28,B97/Bellsouth Mobility Stage,2:30 PM,
Theron Lewis and Unit 7,1994-04-28,Congo Square Stage,12:00 PM,
Dukes of Dixieland,1994-04-28,Cox Cable Economy Hall,4:25 PM,
Acoustic Swiftness,1994-04-28,House of Blues Stage,5:25 PM,
Storyville Stompers Brass Band,1994-04-28,Parade,4:00 PM,
The Silas Family,1994-04-28,Rhodes/WYLD Gospel Tent,11:45 AM,
The Coolie Family,1994-04-28,Rhodes/WYLD Gospel Tent,1:15 PM,
Clarence Gatemouth Brown,1994-04-28,WWL/Ray-Ban Stage,2:50 PM,
Porgy Jones Quartet,1994-04-29,Congo Square Stage,11:20 AM,
Stephen Stills Band,1994-04-29,Fox 38/Polaroid Stage,4:15 PM,
Clancy Blues Boy Lewis,1994-04-29,Music Heritage Tent,2:30 PM,
Albertina Walker,1994-04-29,Rhodes/WYLD Gospel Tent,4:15 PM,
Newport Allstars,1994-04-29,WWOZ/BET on Jazz Jazz Tent,5:50 PM,
James Rivers Movement,1994-04-30,Congo Square Stage,6:00 PM,
Camelia Jazz Band,1994-04-30,Cox Cable Economy Hall,11:30 AM,
Coushatta Dancers,1994-04-30,House of Blues Stage,11:45 AM,
Cajun Mardi Gras Parade,1994-04-30,House of Blues Stage,1:15 PM,
Mighty Chariots,1994-04-30,Rhodes/WYLD Gospel Tent,3:05 PM,
Fred Kemp Quartet,1994-04-30,WWOZ/BET on Jazz Jazz Tent,12:00 PM,
Malavoi of Martinique,1994-05-01,Congo Square Stage,4:45 PM,
Little Freddie King,1994-05-01,Music Heritage Tent,4:00 PM,
Southern Bells,1994-05-01,Rhodes/WYLD Gospel Tent,12:45 PM,
Jon King Cleary,1994-04-22,B97/Bellsouth Mobility Stage,4:05 PM,
Luther Kent and Trick Bag,1994-04-22,Fox 38/Polaroid Stage,2:25 PM,
Humble Travelers,1994-04-22,Rhodes/WYLD Gospel Tent,11:45 AM,
Jackson Travelers,1994-04-22,Rhodes/WYLD Gospel Tent,12:30 PM,
NOCCA Jazz Ensemble,1994-04-22,WWOZ/BET on Jazz Jazz Tent,11:30 AM,
Juvenile and the Soldiers,1994-04-23,Congo Square Stage,2:00 PM,
Creole Zydeco Farmers,1994-04-23,House of Blues Stage,12:00 PM,
John Mooney and Bluesiana,1994-04-23,House of Blues Stage,4:10 PM,
Williams Brothers,1994-04-23,Rhodes/WYLD Gospel Tent,4:00 PM,
Loyola University Jazz Band,1994-04-23,WWL/Ray-Ban Stage,11:40 AM,
Lil' Queenie,1994-04-24,B97/Bellsouth Mobility Stage,1:50 PM,
Stanley Turrentine,1994-04-24,WWOZ/BET on Jazz Jazz Tent,4:15 PM,
Jambalaya Cajun Band,1994-04-28,Fox 38/Polaroid Stage,11:45 AM,
Count Basie Orchestra,1994-04-28,WWOZ/BET on Jazz Jazz Tent,5:40 PM,
Don Montoucet,1994-04-29,B97/Bellsouth Mobility Stage,5:10 PM,
Weir Wasserman,1994-04-29,Kiefer UNO Lakefront Arena,9:00 PM,
Hazel and the Delta Ramblers,1994-04-29,Lagniappe Tent,1:20 PM,
New Life Gospel Choir,1994-04-29,Rhodes/WYLD Gospel Tent,12:30 PM,
First Baptist Church  ,1994-04-29,Rhodes/WYLD Gospel Tent,1:15 PM,
Ronald James Chorale,1994-04-29,Rhodes/WYLD Gospel Tent,5:15 PM,
Scott Goudeau Group,1994-04-29,WWOZ/BET on Jazz Jazz Tent,11:25 AM,
Joshua Redman Quartet,1994-04-29,WWOZ/BET on Jazz Jazz Tent,4:25 PM,
A Tribute to Danny Barker,1994-04-30,Cox Cable Economy Hall,4:20 PM,
Young Tuxedo Brass Band,1994-04-30,Cox Cable Economy Hall,5:45 PM,
Ambrose and Calvin Sam,1994-04-30,Music Heritage Tent,12:30 PM,
Johnson Extension,1994-04-30,Rhodes/WYLD Gospel Tent,2:20 PM,
Silver Brass Ensemble,1994-04-30,WWOZ/BET on Jazz Jazz Tent,4:40 PM,
Rising Star Fife and Drum Band,1994-05-01,Lagniappe Tent,2:15 PM,
Old Morrisville Brass Band,1994-05-01,Lagniappe Tent,4:40 PM,
Malavoi of Martinique,1994-05-01,Music Heritage Tent,1:15 PM,
Sister Shirley Caesar,1994-05-01,Music Heritage Tent,3:00 PM,
Calliope High Steppers Ladies SAPC,1994-05-01,Parade,3:00 PM,
Voices from the Mount,1994-05-01,Rhodes/WYLD Gospel Tent,4:55 PM,
Gospel Soul Children,1994-05-01,Rhodes/WYLD Gospel Tent,6:25 PM,
Jean Knight and Blue Eyed Soul,1994-05-01,WWL/Ray-Ban Stage,12:50 PM,
George Fontenette,1994-05-01,WWOZ/BET on Jazz Jazz Tent,11:25 AM,
Richard Lebouef,1994-04-22,B97/Bellsouth Mobility Stage,2:45 PM,
Rockin' the Cradle of Jazz,1994-04-22,Cox Cable Economy Hall,2:00 PM,
June Gardner and the Fellas,1994-04-22,Cox Cable Economy Hall,3:10 PM,
Dynamic Smooth Family,1994-04-22,Rhodes/WYLD Gospel Tent,2:45 PM,
McDonogh #35 Gospel Choir,1994-04-22,Rhodes/WYLD Gospel Tent,5:55 PM,
Irene and the Mikes,1994-04-23,B97/Bellsouth Mobility Stage,3:20 PM,
Ben Hunter's Crucial Roots,1994-04-23,Congo Square Stage,11:40 AM,
Earl Turbinton Quintet,1994-04-23,WWOZ/BET on Jazz Jazz Tent,12:15 PM,
Walter Mouton,1994-04-24,B97/Bellsouth Mobility Stage,12:35 PM,
Asian/Pacific American Revue,1994-04-24,Lagniappe Tent,5:55 PM,
Carrollton Hunters Mardi Gras Indians,1994-04-24,Parade,4:00 PM,
Holy Hill Gospel Singers,1994-04-24,Rhodes/WYLD Gospel Tent,5:55 PM,
Eddie Jones,1994-04-27,Ernest N. Morial Convention Center,8:00 PM,
Lew Tabackin,1994-04-27,Ernest N. Morial Convention Center,8:00 PM,
Lady Charlotte Jazz Band,1994-04-28,Cox Cable Economy Hall,11:25 AM,
Leon and Sam Brothers Zydeco,1994-04-28,House of Blues Stage,2:40 PM,
The First Revolution ,1994-04-28,Rhodes/WYLD Gospel Tent,12:30 PM,
True Tone Gospel Singers,1994-04-28,Rhodes/WYLD Gospel Tent,3:30 PM,
Hot Strings of New Orleans,1994-04-28,WWOZ/BET on Jazz Jazz Tent,1:45 PM,
Basin Brothers,1994-04-29,B97/Bellsouth Mobility Stage,1:50 PM,
The Bluerunners,1994-04-29,B97/Bellsouth Mobility Stage,3:30 PM,
DJ Jubilee and Black Menace,1994-04-29,Congo Square Stage,12:25 PM,
The Friendly Travelers,1994-04-29,Rhodes/WYLD Gospel Tent,2:00 PM,
Aline White and Company,1994-04-29,Rhodes/WYLD Gospel Tent,2:45 PM,
Clyde Kerr Jr. and Univision,1994-04-29,WWOZ/BET on Jazz Jazz Tent,1:45 PM,
Claude Fiddler Williams,1994-04-30,Cox Cable Economy Hall,3:00 PM,
Wayne Toups and Zydecajun,1994-04-30,Fox 38/Polaroid Stage,2:10 PM,
Nathan and the Zydeco Cha Chas,1994-04-30,House of Blues Stage,2:45 PM,
Dillard University Jazz Band,1994-04-30,Lagniappe Tent,11:30 AM,
Trombone Shorty and The All-Star Brass Band,1994-04-30,Parade,4:00 PM,
Love Alive Fellowship,1994-04-30,Rhodes/WYLD Gospel Tent,1:35 PM,
Herman Jackson,1994-05-01,B97/Bellsouth Mobility Stage,12:00 PM,
Ritmo Caribeno,1994-05-01,B97/Bellsouth Mobility Stage,5:00 PM,
Old Morrisville Brass Band,1994-05-01,Music Heritage Tent,2:15 PM,
Famous Rocks of Harmony,1994-05-01,Rhodes/WYLD Gospel Tent,1:30 PM,
Bobby Marchan and Higher Ground,1994-05-01,WWL/Ray-Ban Stage,11:30 AM,
Alvin Red Tyler Quartet,1994-05-01,WWOZ/BET on Jazz Jazz Tent,12:35 PM,
White Cloud Hunters,1994-04-22,B97/Bellsouth Mobility Stage,1:20 PM,
Chicago Al and The Back Burners,1994-04-22,House of Blues Stage,11:45 AM,
New Orleans Jr. High All City Jazz Band,1994-04-22,Lagniappe Tent,11:20 AM,
Morehouse College Jazz Ensemble,1994-04-22,Lagniappe Tent,2:40 PM,
Jackson Southernaires,1994-04-22,Rhodes/WYLD Gospel Tent,4:15 PM,
Wendell Brunious Jazz Band,1994-04-23,Cox Cable Economy Hall,4:35 PM,
Sensacion Latino,1994-04-24,B97/Bellsouth Mobility Stage,11:25 AM,
Batiste Brothers,1994-04-24,B97/Bellsouth Mobility Stage,6:00 PM,
Sonny Bourg and Johnnie Allen,1994-04-24,Music Heritage Tent,1:30 PM,
The Heritage School of Music,1994-04-24,WWOZ/BET on Jazz Jazz Tent,11:25 AM,
Oliver Jackson,1994-04-27,Ernest N. Morial Convention Center,8:00 PM,
White Eagles Mardi Gras Indians,1994-04-28,Congo Square Stage,2:45 PM,
Sonny Landreth and the Goners,1994-04-28,Fox 38/Polaroid Stage,1:10 PM,
Betsy McGovern and the Poor Clares,1994-04-28,Lagniappe Tent,3:50 PM,
Leviticus Gospel Singers,1994-04-28,Rhodes/WYLD Gospel Tent,2:45 PM,
Southern Gospel Singers,1994-04-28,Rhodes/WYLD Gospel Tent,5:15 PM,
Avondale Community Choir,1994-04-28,Rhodes/WYLD Gospel Tent,5:55 PM,
Ritmo Caribeno,1994-04-29,Ernest N. Morial Convention Center,8:00 PM,
Corey Harris and Butch Trevet,1994-04-29,Music Heritage Tent,3:30 PM,
St. Rose DeLima Gospel Choir,1994-04-29,Rhodes/WYLD Gospel Tent,3:30 PM,
Bobby Cure and the Summertime Blues,1994-04-29,WWL/Ray-Ban Stage,1:15 PM,
Bryan Lee and the Jump Street Five,1994-04-30,House of Blues Stage,4:15 PM,
Soulful Heavenly Stars,1994-04-30,Rhodes/WYLD Gospel Tent,12:05 PM,
Zulu Ensemble of the Zulu SAPC,1994-04-30,Rhodes/WYLD Gospel Tent,5:40 PM,
Asian/Pacific American Review,1994-05-01,Lagniappe Tent,12:45 PM,
Rising Star Fife and Drum Band,1994-05-01,Music Heritage Tent,12:30 PM,
Original New Orleans Men Buck Jumpers SAPC,1994-05-01,Parade,2:00 PM,
Original New Orleans Lady Buck Jumpers SAPC,1994-05-01,Parade,4:00 PM,
Antioch Gospel Singers,1994-05-01,Rhodes/WYLD Gospel Tent,11:15 AM,
Voodoo Macumba Dance Ensemble,1994-04-22,Congo Square Stage,12:00 PM,
Beau Jocque and the Zydeco Hi-Rollers,1994-04-22,Congo Square Stage,2:45 PM,
Tommy Yetta's New Orleans Jazz Band,1994-04-22,Cox Cable Economy Hall,4:20 PM,
Lynn August and the Hot August Knights,1994-04-22,House of Blues Stage,4:00 PM,
Balfa Toujours and Christine Balfa,1994-04-22,Lagniappe Tent,5:35 PM,
Tyrone Foster and the Arc Singers,1994-04-22,Rhodes/WYLD Gospel Tent,1:15 PM,
Steve Masakowski and Friends,1994-04-22,WWOZ/BET on Jazz Jazz Tent,1:45 PM,
Guardians of the Flame,1994-04-23,B97/Bellsouth Mobility Stage,11:30 AM,
Golden Eagles Mardi Gras Indians,1994-04-23,Congo Square Stage,3:20 PM,
Wanda Rouzan and A Taste of New Orleans,1994-04-23,Congo Square Stage,6:00 PM,
